species_id,eng_name_key,kor_name_key,name,form_key,type_a,type_b,generation,Gender_Unknown,Gender_Male,Gender_Female,Egg_Steps,Egg_Group1,Egg_Group2,Get_Rate,Experience_Type,Category,HP,A,B,C,D,S,Total
435,Skuntank,스컹탱크,Skuntank,Default,Poison,Dark,4,FALSE,50,50,20,Ground,,60,MediumFast,Ordinary,103,93,67,71,61,84,479
436,Bronzor,동미러,Bronzor,Default,Steel,Psychic,4,TRUE,0,0,20,Mineral,,255,MediumFast,Ordinary,57,24,86,24,86,23,300
437,Bronzong,동탁군,Bronzong,Default,Steel,Psychic,4,TRUE,0,0,20,Mineral,,90,MediumFast,Ordinary,67,89,116,79,116,33,500
438,Bonsly,꼬지지,Bonsly,Default,Rock,None,4,FALSE,50,50,20,Undiscovered,,255,MediumFast,Ordinary,50,80,95,10,45,10,290
439,Mime Jr.,흉내내,Mime Jr.,Default,Psychic,Fairy,4,FALSE,50,50,25,Undiscovered,,145,MediumFast,Ordinary,20,25,45,70,90,60,310
440,Happiny,핑복,Happiny,Default,Normal,None,4,FALSE,0,100,40,Undiscovered,,130,Fast,Ordinary,100,5,5,15,65,30,220
441,Chatot,페라페,Chatot,Default,Normal,Flying,4,FALSE,50,50,20,Flying,,30,MediumSlow,Ordinary,76,65,45,92,42,91,411
442,Spiritomb,화강돌,Spiritomb,Default,Ghost,Dark,4,FALSE,50,50,30,Amorphous,,100,MediumFast,Ordinary,50,92,108,92,108,35,485
443,Gible,딥상어동,Gible,Default,Dragon,Ground,4,FALSE,50,50,40,Monster,Dragon,45,Slow,Ordinary,58,70,45,40,45,42,300
444,Gabite,한바이트,Gabite,Default,Dragon,Ground,4,FALSE,50,50,40,Monster,Dragon,45,Slow,Ordinary,68,90,65,50,55,82,410
445,Garchomp,한카리아스,Garchomp,Default,Dragon,Ground,4,FALSE,50,50,40,Monster,Dragon,45,Slow,Ordinary,108,130,95,80,85,102,600
445,Garchomp,한카리아스,Mega Garchomp,Mega,Dragon,Ground,4,FALSE,50,50,40,Monster,Dragon,45,Slow,Ordinary,108,170,115,120,95,92,700
446,Munchlax,먹고자,Munchlax,Default,Normal,None,4,FALSE,87.5,12.5,40,Undiscovered,,50,Slow,Ordinary,135,85,40,40,85,5,390
447,Riolu,리오르,Riolu,Default,Fighting,None,4,FALSE,87.5,12.5,25,Undiscovered,,75,MediumSlow,Ordinary,40,70,40,35,40,60,285
448,Lucario,루카리오,Lucario,Default,Fighting,Steel,4,FALSE,87.5,12.5,25,Ground,Human-Like,45,MediumSlow,Ordinary,70,110,70,115,70,90,525
448,Lucario,루카리오,Mega Lucario,Mega,Fighting,Steel,4,FALSE,87.5,12.5,25,Ground,Human-Like,45,MediumSlow,Ordinary,70,145,88,140,70,112,625
449,Hippopotas,히포포타스,Hippopotas,Default,Ground,None,4,FALSE,50,50,30,Ground,,140,Slow,Ordinary,68,72,78,38,42,32,330
450,Hippowdon,하마돈,Hippowdon,Default,Ground,None,4,FALSE,50,50,30,Ground,,60,Slow,Ordinary,108,112,118,68,72,47,525
451,Skorupi,스콜피,Skorupi,Default,Poison,Bug,4,FALSE,50,50,20,Bug,Water3,120,Slow,Ordinary,40,50,90,30,55,65,330
452,Drapion,드래피온,Drapion,Default,Poison,Dark,4,FALSE,50,50,20,Bug,Water3,45,Slow,Ordinary,70,90,110,60,75,95,500
453,Croagunk,삐딱구리,Croagunk,Default,Poison,Fighting,4,FALSE,50,50,10,Human-Like,,140,MediumFast,Ordinary,48,61,40,61,40,50,300
454,Toxicroak,독개굴,Toxicroak,Default,Poison,Fighting,4,FALSE,50,50,20,Human-Like,,75,MediumFast,Ordinary,83,106,65,86,65,85,490
455,Carnivine,무스틈니,Carnivine,Default,Grass,None,4,FALSE,50,50,25,Grass,,200,Slow,Ordinary,74,100,72,90,72,46,454
456,Finneon,형광어,Finneon,Default,Water,None,4,FALSE,50,50,20,Water2,,190,Erratic,Ordinary,49,49,56,49,61,66,330
457,Lumineon,네오라이트,Lumineon,Default,Water,None,4,FALSE,50,50,20,Water2,,75,Erratic,Ordinary,69,69,76,69,86,91,460
458,Mantyke,타만타,Mantyke,Default,Water,Flying,4,FALSE,50,50,25,Undiscovered,,25,Slow,Ordinary,45,20,50,60,120,50,345
459,Snover,눈쓰개,Snover,Default,Grass,Ice,4,FALSE,50,50,20,Monster,Grass,120,Slow,Ordinary,60,62,50,62,60,40,334
460,Abomasnow,눈설왕,Abomasnow,Default,Grass,Ice,4,FALSE,50,50,20,Monster,Grass,60,Slow,Ordinary,90,92,75,92,85,60,494
460,Abomasnow,눈설왕,Mega Abomasnow,Mega,Grass,Ice,4,FALSE,50,50,20,Monster,Grass,60,Slow,Ordinary,90,132,105,132,105,30,594
461,Weavile,포푸니라,Weavile,Default,Dark,Ice,4,FALSE,50,50,20,Ground,,45,MediumSlow,Ordinary,70,120,65,45,85,125,510
462,Magnezone,자포코일,Magnezone,Default,Electric,Steel,4,TRUE,0,0,20,Mineral,,30,MediumFast,Ordinary,70,70,115,130,90,60,535
463,Lickilicky,내룸벨트,Lickilicky,Default,Normal,None,4,FALSE,50,50,20,Monster,,30,MediumFast,Ordinary,110,85,95,80,95,50,515
464,Rhyperior,거대코뿌리,Rhyperior,Default,Ground,Rock,4,FALSE,50,50,20,Monster,Ground,30,Slow,Ordinary,115,140,130,55,55,40,535
465,Tangrowth,덩쿠림보,Tangrowth,Default,Grass,None,4,FALSE,50,50,20,Grass,,30,MediumFast,Ordinary,100,100,125,110,50,50,535
466,Electivire,에레키블,Electivire,Default,Electric,None,4,FALSE,75,25,25,Human-Like,,30,MediumFast,Ordinary,75,123,67,95,85,95,540
467,Magmortar,마그마번,Magmortar,Default,Fire,None,4,FALSE,75,25,25,Human-Like,,30,MediumFast,Ordinary,75,95,67,125,95,83,540
468,Togekiss,토게키스,Togekiss,Default,Fairy,Flying,4,FALSE,87.5,12.5,10,Flying,Fairy,30,Fast,Ordinary,85,50,95,120,115,80,545
469,Yanmega,메가자리,Yanmega,Default,Bug,Flying,4,FALSE,50,50,20,Bug,,30,MediumFast,Ordinary,86,76,86,116,56,95,515
470,Leafeon,리피아,Leafeon,Default,Grass,None,4,FALSE,87.5,12.5,35,Ground,,45,MediumFast,Ordinary,65,110,130,60,65,95,525
471,Glaceon,글레이시아,Glaceon,Default,Ice,None,4,FALSE,87.5,12.5,35,Ground,,45,MediumFast,Ordinary,65,60,110,130,95,65,525
472,Gliscor,글라이온,Gliscor,Default,Ground,Flying,4,FALSE,50,50,20,Bug,,30,MediumSlow,Ordinary,75,95,125,45,75,95,510
473,Mamoswine,맘모꾸리,Mamoswine,Default,Ice,Ground,4,FALSE,50,50,20,Ground,,50,Slow,Ordinary,110,130,80,70,60,80,530
474,Porygon-Z,폴리곤Z,Porygon-Z,Default,Normal,None,4,TRUE,0,0,20,Mineral,,30,MediumFast,Ordinary,85,80,70,135,75,90,535
475,Gallade,엘레이드,Gallade,Default,Psychic,Fighting,4,FALSE,100,0,20,Human-Like,Amorphous,45,Slow,Ordinary,68,125,65,65,115,80,518
475,Gallade,엘레이드,Mega Gallade,Mega,Psychic,Fighting,4,FALSE,100,0,20,Amorphous,,45,Slow,Ordinary,68,165,95,65,115,110,618
476,Probopass,대코파스,Probopass,Default,Rock,Steel,4,FALSE,50,50,20,Mineral,,60,MediumFast,Ordinary,60,55,145,75,150,40,525
477,Dusknoir,야느와르몽,Dusknoir,Default,Ghost,None,4,FALSE,50,50,25,Amorphous,,45,Fast,Ordinary,45,100,135,65,135,45,525
478,Froslass,눈여아,Froslass,Default,Ice,Ghost,4,FALSE,0,100,20,Fairy,Mineral,75,MediumFast,Ordinary,70,80,70,80,70,110,480
479,Rotom,로토무,Rotom,Default,Electric,Ghost,4,TRUE,0,0,20,Amorphous,,45,MediumFast,Ordinary,50,50,77,95,77,91,440
479,Rotom,로토무,Heat Rotom,Heat,Electric,Fire,4,TRUE,0,0,20,Amorphous,,45,MediumFast,Ordinary,50,65,107,105,107,86,520
479,Rotom,로토무,Wash Rotom,Wash,Electric,Water,4,TRUE,0,0,20,Amorphous,,45,MediumFast,Ordinary,50,65,107,105,107,86,520
479,Rotom,로토무,Frost Rotom,Frost,Electric,Ice,4,TRUE,0,0,20,Amorphous,,45,MediumFast,Ordinary,50,65,107,105,107,86,520
479,Rotom,로토무,Fan Rotom,Fan,Electric,Flying,4,TRUE,0,0,20,Amorphous,,45,MediumFast,Ordinary,50,65,107,105,107,86,520
479,Rotom,로토무,Mow Rotom,Mow,Electric,Grass,4,TRUE,0,0,20,Amorphous,,45,MediumFast,Ordinary,50,65,107,105,107,86,520
480,Uxie,유크시,Uxie,Default,Psychic,None,4,TRUE,0,0,80,Undiscovered,,3,Slow,Semi-Legendary,75,75,130,75,130,95,580
481,Mesprit,엠라이트,Mesprit,Default,Psychic,None,4,TRUE,0,0,80,Undiscovered,,3,Slow,Semi-Legendary,80,105,105,105,105,80,580
482,Azelf,아그놈,Azelf,Default,Psychic,None,4,TRUE,0,0,80,Undiscovered,,3,Slow,Semi-Legendary,75,125,70,125,70,115,580
483,Dialga,디아루가,Dialga,Default,Steel,Dragon,4,TRUE,0,0,120,Undiscovered,,3,Slow,Legendary,100,120,120,150,100,90,680
483,Dialga,디아루가,Dialga Origin Form,Origin,Steel,Dragon,4,TRUE,0,0,120,Undiscovered,,3,Slow,Legendary,100,100,120,150,120,90,680
484,Palkia,펄기아,Palkia,Default,Water,Dragon,4,TRUE,0,0,120,Undiscovered,,3,Slow,Legendary,90,120,100,150,120,100,680
484,Palkia,펄기아,Palkia Origin Form,Origin,Water,Dragon,4,TRUE,0,0,120,Undiscovered,,3,Slow,Legendary,90,100,100,150,120,120,680
485,Heatran,히드런,Heatran,Default,Fire,Steel,4,FALSE,50,50,10,Undiscovered,,3,Slow,Semi-Legendary,91,90,106,130,106,77,600
486,Regigigas,레지기가스,Regigigas,Default,Normal,None,4,TRUE,0,0,120,Undiscovered,,3,Slow,Semi-Legendary,110,160,110,80,110,100,670
487,Giratina,기라티나,Giratina,Default,Ghost,Dragon,4,TRUE,0,0,120,Undiscovered,,3,Slow,Legendary,150,100,120,100,120,90,680
487,Giratina,기라티나,Giratina Origin Form,Origin,Ghost,Dragon,4,TRUE,0,0,120,Undiscovered,,3,Slow,Legendary,150,120,100,120,100,90,680
488,Cresselia,크레세리아,Cresselia,Default,Psychic,None,4,FALSE,0,100,120,Undiscovered,,3,Slow,Semi-Legendary,120,70,110,75,120,85,580
489,Phione,피오네,Phione,Default,Water,None,4,TRUE,0,0,40,Water1,Fairy,30,Slow,Mythical,80,80,80,80,80,80,480
490,Manaphy,마나피,Manaphy,Default,Water,None,4,TRUE,0,0,10,Water1,Fairy,3,Slow,Mythical,100,100,100,100,100,100,600
491,Darkrai,다크라이,Darkrai,Default,Dark,None,4,TRUE,0,0,120,Undiscovered,,3,Slow,Mythical,70,90,90,135,90,125,600
492,Shaymin,쉐이미,Shaymin Land Form,Land,Grass,None,4,TRUE,0,0,120,Undiscovered,,45,MediumSlow,Mythical,100,100,100,100,100,100,600
492,Shaymin,쉐이미,Shaymin Sky Form,Sky,Grass,Flying,4,TRUE,0,0,120,Undiscovered,,45,MediumSlow,Mythical,100,103,75,120,75,127,600
493,Arceus,아르세우스,Arceus,Default,Normal,None,4,TRUE,0,0,120,Undiscovered,,3,Slow,Mythical,120,120,120,120,120,120,720
494,Victini,비크티니,Victini,Default,Psychic,Fire,5,TRUE,0,0,120,Undiscovered,,3,Slow,Mythical,100,100,100,100,100,100,600
495,Snivy,주리비얀,Snivy,Default,Grass,None,5,FALSE,87.5,12.5,20,Ground,Grass,45,MediumSlow,Ordinary,45,45,55,45,55,63,308
496,Servine,샤비,Servine,Default,Grass,None,5,FALSE,87.5,12.5,20,Ground,Grass,45,MediumSlow,Ordinary,60,60,75,60,75,83,413
497,Serperior,샤로다,Serperior,Default,Grass,None,5,FALSE,87.5,12.5,20,Ground,Grass,45,MediumSlow,Ordinary,75,75,95,75,95,113,528
498,Tepig,뚜꾸리,Tepig,Default,Fire,None,5,FALSE,87.5,12.5,20,Ground,,45,MediumSlow,Ordinary,65,63,45,45,45,45,308
499,Pignite,차오꿀,Pignite,Default,Fire,Fighting,5,FALSE,87.5,12.5,20,Ground,,45,MediumSlow,Ordinary,90,93,55,70,55,55,418
500,Emboar,염무왕,Emboar,Default,Fire,Fighting,5,FALSE,87.5,12.5,20,Ground,,45,MediumSlow,Ordinary,110,123,65,100,65,65,528
501,Oshawott,수댕이,Oshawott,Default,Water,None,5,FALSE,87.5,12.5,20,Ground,,45,MediumSlow,Ordinary,55,55,45,63,45,45,308
502,Dewott,쌍검자비,Dewott,Default,Water,None,5,FALSE,87.5,12.5,20,Ground,,45,MediumSlow,Ordinary,75,75,60,83,60,60,413
503,Samurott,대검귀,Samurott,Default,Water,None,5,FALSE,87.5,12.5,20,Ground,,45,MediumSlow,Ordinary,95,100,85,108,70,70,528
503,Samurott,대검귀,Hisuian Samurott,Hisuian,Water,Dark,8,FALSE,87.5,12.5,20,Ground,,45,MediumSlow,Ordinary,90,108,80,100,65,85,528
504,Patrat,보르쥐,Patrat,Default,Normal,None,5,FALSE,50,50,15,Ground,,255,MediumFast,Ordinary,45,55,39,35,39,42,255
505,Watchog,보르그,Watchog,Default,Normal,None,5,FALSE,50,50,20,Ground,,255,MediumFast,Ordinary,60,85,69,60,69,77,420
506,Lillipup,요테리,Lillipup,Default,Normal,None,5,FALSE,50,50,15,Ground,,255,MediumSlow,Ordinary,45,60,45,25,45,55,275
507,Herdier,하데리어,Herdier,Default,Normal,None,5,FALSE,50,50,15,Ground,,120,MediumSlow,Ordinary,65,80,65,35,65,60,370
508,Stoutland,바랜드,Stoutland,Default,Normal,None,5,FALSE,50,50,15,Ground,,45,MediumSlow,Ordinary,85,110,90,45,90,80,500
509,Purrloin,쌔비냥,Purrloin,Default,Dark,None,5,FALSE,50,50,20,Ground,,255,MediumFast,Ordinary,41,50,37,50,37,66,281
510,Liepard,레파르다스,Liepard,Default,Dark,None,5,FALSE,50,50,20,Ground,,90,MediumFast,Ordinary,64,88,50,88,50,106,446
511,Pansage,야나프,Pansage,Default,Grass,None,5,FALSE,87.5,12.5,20,Ground,,190,MediumFast,Ordinary,50,53,48,53,48,64,316
512,Simisage,야나키,Simisage,Default,Grass,None,5,FALSE,87.5,12.5,20,Ground,,75,MediumFast,Ordinary,75,98,63,98,63,101,498
513,Pansear,바오프,Pansear,Default,Fire,None,5,FALSE,87.5,12.5,20,Ground,,190,MediumFast,Ordinary,50,53,48,53,48,64,316
514,Simisear,바오키,Simisear,Default,Fire,None,5,FALSE,87.5,12.5,20,Ground,,75,MediumFast,Ordinary,75,98,63,98,63,101,498
515,Panpour,앗차프,Panpour,Default,Water,None,5,FALSE,87.5,12.5,20,Ground,,190,MediumFast,Ordinary,50,53,48,53,48,64,316
516,Simipour,앗차키,Simipour,Default,Water,None,5,FALSE,87.5,12.5,20,Ground,,75,MediumFast,Ordinary,75,98,63,98,63,101,498
517,Munna,몽나,Munna,Default,Psychic,None,5,FALSE,50,50,10,Ground,,190,Fast,Ordinary,76,25,45,67,55,24,292
518,Musharna,몽얌나,Musharna,Default,Psychic,None,5,FALSE,50,50,10,Ground,,75,Fast,Ordinary,116,55,85,107,95,29,487
519,Pidove,콩둘기,Pidove,Default,Normal,Flying,5,FALSE,50,50,15,Flying,,255,MediumSlow,Ordinary,50,55,50,36,30,43,264
520,Tranquill,유토브,Tranquill,Default,Normal,Flying,5,FALSE,50,50,15,Flying,,120,MediumSlow,Ordinary,62,77,62,50,42,65,358
521,Unfezant,켄호로우,Unfezant,Default,Normal,Flying,5,FALSE,50,50,15,Flying,,45,MediumSlow,Ordinary,80,115,80,65,55,93,488
522,Blitzle,줄뮤마,Blitzle,Default,Electric,None,5,FALSE,50,50,20,Ground,,190,MediumFast,Ordinary,45,60,32,50,32,76,295
523,Zebstrika,제브라이카,Zebstrika,Default,Electric,None,5,FALSE,50,50,20,Ground,,75,MediumFast,Ordinary,75,100,63,80,63,116,497
524,Roggenrola,단굴,Roggenrola,Default,Rock,None,5,FALSE,50,50,15,Mineral,,255,MediumSlow,Ordinary,55,75,85,25,25,15,280
525,Boldore,암트르,Boldore,Default,Rock,None,5,FALSE,50,50,15,Mineral,,120,MediumSlow,Ordinary,70,105,105,50,40,20,390
526,Gigalith,기가이어스,Gigalith,Default,Rock,None,5,FALSE,50,50,15,Mineral,,45,MediumSlow,Ordinary,85,135,130,60,80,25,515
527,Woobat,또르박쥐,Woobat,Default,Psychic,Flying,5,FALSE,50,50,15,Ground,Flying,190,MediumFast,Ordinary,65,45,43,55,43,72,323
528,Swoobat,맘박쥐,Swoobat,Default,Psychic,Flying,5,FALSE,50,50,15,Ground,Flying,45,MediumFast,Ordinary,67,57,55,77,55,114,425
529,Drilbur,두더류,Drilbur,Default,Ground,None,5,FALSE,50,50,20,Ground,,120,MediumFast,Ordinary,60,85,40,30,45,68,328
530,Excadrill,몰드류,Excadrill,Default,Ground,Steel,5,FALSE,50,50,20,Ground,,60,MediumFast,Ordinary,110,135,60,50,65,88,508
531,Audino,다부니,Audino,Default,Normal,None,5,FALSE,50,50,20,Fairy,,255,Fast,Ordinary,103,60,86,60,86,50,445
531,Audino,다부니,Mega Audino,Mega,Normal,Fairy,5,FALSE,50,50,20,Fairy,,255,Fast,Ordinary,103,60,126,80,126,50,545
532,Timburr,으랏차,Timburr,Default,Fighting,None,5,FALSE,75,25,20,Human-Like,,180,MediumSlow,Ordinary,75,80,55,25,35,35,305
533,Gurdurr,토쇠골,Gurdurr,Default,Fighting,None,5,FALSE,75,25,20,Human-Like,,90,MediumSlow,Ordinary,85,105,85,40,50,40,405
534,Conkeldurr,노보청,Conkeldurr,Default,Fighting,None,5,FALSE,75,25,20,Human-Like,,45,MediumSlow,Ordinary,105,140,95,55,65,45,505
535,Tympole,동챙이,Tympole,Default,Water,None,5,FALSE,50,50,20,Water1,,255,MediumSlow,Ordinary,50,50,40,50,40,64,294
536,Palpitoad,두까비,Palpitoad,Default,Water,Ground,5,FALSE,50,50,20,Water1,,120,MediumSlow,Ordinary,75,65,55,65,55,69,384
537,Seismitoad,두빅굴,Seismitoad,Default,Water,Ground,5,FALSE,50,50,20,Water1,,45,MediumSlow,Ordinary,105,95,75,85,75,74,509
538,Throh,던지미,Throh,Default,Fighting,None,5,FALSE,100,0,20,Human-Like,,45,MediumFast,Ordinary,120,100,85,30,85,45,465
539,Sawk,타격귀,Sawk,Default,Fighting,None,5,FALSE,100,0,20,Human-Like,,45,MediumFast,Ordinary,75,125,75,30,75,85,465
540,Sewaddle,두르보,Sewaddle,Default,Bug,Grass,5,FALSE,50,50,15,Bug,,255,MediumSlow,Ordinary,45,53,70,40,60,42,310
541,Swadloon,두르쿤,Swadloon,Default,Bug,Grass,5,FALSE,50,50,15,Bug,,120,MediumSlow,Ordinary,55,63,90,50,80,42,380
542,Leavanny,모아머,Leavanny,Default,Bug,Grass,5,FALSE,50,50,15,Bug,,45,MediumSlow,Ordinary,75,103,80,70,80,92,500
543,Venipede,마디네,Venipede,Default,Bug,Poison,5,FALSE,50,50,15,Bug,,255,MediumSlow,Ordinary,30,45,59,30,39,57,260
544,Whirlipede,휠구,Whirlipede,Default,Bug,Poison,5,FALSE,50,50,15,Bug,,120,MediumSlow,Ordinary,40,55,99,40,79,47,360
545,Scolipede,펜드라,Scolipede,Default,Bug,Poison,5,FALSE,50,50,20,Bug,,45,MediumSlow,Ordinary,60,100,89,55,69,112,485
546,Cottonee,소미안,Cottonee,Default,Grass,Fairy,5,FALSE,50,50,20,Grass,Fairy,190,MediumFast,Ordinary,40,27,60,37,50,66,280
547,Whimsicott,엘풍,Whimsicott,Default,Grass,Fairy,5,FALSE,50,50,20,Grass,Fairy,75,MediumFast,Ordinary,60,67,85,77,75,116,480
548,Petilil,치릴리,Petilil,Default,Grass,None,5,FALSE,0,100,20,Grass,,190,MediumFast,Ordinary,45,35,50,70,50,30,280
549,Lilligant,드레디어,Lilligant,Default,Grass,None,5,FALSE,0,100,20,Grass,,75,MediumFast,Ordinary,70,60,75,110,75,90,480
549,Lilligant,드레디어,Hisuian Lilligant,Hisuian,Grass,Fighting,8,FALSE,0,100,20,Grass,,75,MediumFast,Ordinary,70,105,75,50,75,105,480
550,Basculin,배쓰나이,Basculin Red Stripe,Default,Water,None,5,FALSE,50,50,40,Water2,,25,MediumFast,Ordinary,70,92,65,80,55,98,460
550,Basculin,배쓰나이,Basculin Blue Stripe,Default,Water,None,5,FALSE,50,50,40,Water2,,25,MediumFast,Ordinary,70,92,65,80,55,98,460
550,Basculin,배쓰나이,Hisuian Basculin,Hisuian,Water,None,8,FALSE,50,50,40,Water2,,25,MediumFast,Ordinary,70,92,65,80,55,98,460
551,Sandile,깜눈크,Sandile,Default,Ground,Dark,5,FALSE,50,50,20,Ground,,180,MediumSlow,Ordinary,50,72,35,35,35,65,292
552,Krokorok,악비르,Krokorok,Default,Ground,Dark,5,FALSE,50,50,20,Ground,,90,MediumSlow,Ordinary,60,82,45,45,45,74,351
553,Krookodile,악비아르,Krookodile,Default,Ground,Dark,5,FALSE,50,50,20,Ground,,45,MediumSlow,Ordinary,95,117,80,65,70,92,519
554,Darumaka,달막화,Darumaka,Default,Fire,None,5,FALSE,50,50,20,Ground,,120,MediumSlow,Ordinary,70,90,45,15,45,50,315
554,Darumaka,달막화,Galarian Darumaka,Galarian,Ice,None,8,FALSE,50,50,20,Ground,,120,MediumSlow,Ordinary,70,90,45,15,45,50,315
555,Darmanitan,불비달마,Darmanitan,Default,Fire,None,5,FALSE,50,50,20,Ground,,60,MediumSlow,Ordinary,105,140,55,30,55,95,480
555,Darmanitan,불비달마,Darmanitan Zen-Mode,Default,Fire,Psychic,5,FALSE,50,50,20,Ground,,60,MediumSlow,Ordinary,105,30,105,140,105,55,540
555,Darmanitan,불비달마,Galarian Darmanitan,Galarian,Ice,None,8,FALSE,50,50,20,Ground,,60,MediumSlow,Ordinary,105,140,55,30,55,95,480
555,Darmanitan,불비달마,Galarian Darmanitan Zen-Mode,Galarian,Ice,Fire,8,FALSE,50,50,20,Ground,,60,MediumSlow,Ordinary,105,160,55,30,55,135,540
556,Maractus,마라카치,Maractus,Default,Grass,None,5,FALSE,50,50,20,Grass,,255,MediumFast,Ordinary,75,86,67,106,67,60,461
557,Dwebble,돌살이,Dwebble,Default,Bug,Rock,5,FALSE,50,50,20,Bug,Mineral,190,MediumFast,Ordinary,50,65,85,35,35,55,325
558,Crustle,암팰리스,Crustle,Default,Bug,Rock,5,FALSE,50,50,20,Bug,Mineral,75,MediumFast,Ordinary,70,105,125,65,75,45,485
559,Scraggy,곤율랭,Scraggy,Default,Dark,Fighting,5,FALSE,50,50,15,Ground,Dragon,180,MediumFast,Ordinary,50,75,70,35,70,48,348
560,Scrafty,곤율거니,Scrafty,Default,Dark,Fighting,5,FALSE,50,50,15,Ground,Dragon,90,MediumFast,Ordinary,65,90,115,45,115,58,488
561,Sigilyph,심보러,Sigilyph,Default,Psychic,Flying,5,FALSE,50,50,20,Flying,,45,MediumFast,Ordinary,72,58,80,103,80,97,490
562,Yamask,데스마스,Yamask,Default,Ghost,None,5,FALSE,50,50,25,Mineral,Amorphous,190,MediumFast,Ordinary,38,30,85,55,65,30,303
562,Yamask,데스마스,Galarian Yamask,Galarian,Ground,Ghost,8,FALSE,50,50,25,Mineral,Amorphous,190,MediumFast,Ordinary,38,55,85,30,65,30,303
563,Cofagrigus,데스니칸,Cofagrigus,Default,Ghost,None,5,FALSE,50,50,25,Mineral,Amorphous,90,MediumFast,Ordinary,58,50,145,95,105,30,483
564,Tirtouga,프로토가,Tirtouga,Default,Water,Rock,5,FALSE,87.5,12.5,30,Water1,Water3,45,MediumFast,Ordinary,54,78,103,53,45,22,355
565,Carracosta,늑골라,Carracosta,Default,Water,Rock,5,FALSE,87.5,12.5,30,Water1,Water3,45,MediumFast,Ordinary,74,108,133,83,65,32,495
566,Archen,아켄,Archen,Default,Rock,Flying,5,FALSE,87.5,12.5,30,Flying,Water3,45,MediumFast,Ordinary,55,112,45,74,45,70,401
567,Archeops,아케오스,Archeops,Default,Rock,Flying,5,FALSE,87.5,12.5,30,Flying,Water3,45,MediumFast,Ordinary,75,140,65,112,65,110,567
568,Trubbish,깨봉이,Trubbish,Default,Poison,None,5,FALSE,50,50,20,Mineral,,190,MediumFast,Ordinary,50,50,62,40,62,65,329
569,Garbodor,더스트나,Garbodor,Default,Poison,None,5,FALSE,50,50,20,Mineral,,60,MediumFast,Ordinary,80,95,82,60,82,75,474
570,Zorua,조로아,Zorua,Default,Dark,None,5,FALSE,87.5,12.5,25,Ground,,75,MediumSlow,Ordinary,40,65,40,80,40,65,330
570,Zorua,조로아,Hisuian Zorua,Hisuian,Normal,Ghost,8,FALSE,87.5,12.5,25,Ground,,75,MediumSlow,Ordinary,35,60,40,85,40,70,330
571,Zoroark,조로아크,Zoroark,Default,Dark,None,5,FALSE,87.5,12.5,20,Ground,,45,MediumSlow,Ordinary,60,105,60,120,60,105,510
571,Zoroark,조로아크,Hisuian Zoroark,Hisuian,Normal,Ghost,8,FALSE,87.5,12.5,20,Ground,,45,MediumSlow,Ordinary,60,105,60,120,60,105,510
572,Minccino,치라미,Minccino,Default,Normal,None,5,FALSE,25,75,15,Ground,,255,Fast,Ordinary,55,50,40,40,40,75,300
573,Cinccino,치라치노,Cinccino,Default,Normal,None,5,FALSE,25,75,15,Ground,,60,Fast,Ordinary,75,95,60,65,60,115,470
574,Gothita,고디탱,Gothita,Default,Psychic,None,5,FALSE,25,75,20,Human-Like,,200,MediumSlow,Ordinary,45,30,50,55,65,45,290
575,Gothorita,고디보미,Gothorita,Default,Psychic,None,5,FALSE,25,75,20,Human-Like,,100,MediumSlow,Ordinary,60,45,70,75,85,55,390
576,Gothitelle,고디모아젤,Gothitelle,Default,Psychic,None,5,FALSE,25,75,20,Human-Like,,50,MediumSlow,Ordinary,70,55,95,95,110,65,490
577,Solosis,유니란,Solosis,Default,Psychic,None,5,FALSE,50,50,20,Amorphous,,200,MediumSlow,Ordinary,45,30,40,105,50,20,290
578,Duosion,듀란,Duosion,Default,Psychic,None,5,FALSE,50,50,20,Amorphous,,100,MediumSlow,Ordinary,65,40,50,125,60,30,370
579,Reuniclus,란쿨루스,Reuniclus,Default,Psychic,None,5,FALSE,50,50,20,Amorphous,,50,MediumSlow,Ordinary,110,65,75,125,85,30,490
580,Ducklett,꼬지보리,Ducklett,Default,Water,Flying,5,FALSE,50,50,20,Water1,Flying,190,MediumFast,Ordinary,62,44,50,44,50,55,305
581,Swanna,스완나,Swanna,Default,Water,Flying,5,FALSE,50,50,20,Water1,Flying,45,MediumFast,Ordinary,75,87,63,87,63,98,473
582,Vanillite,바닐프티,Vanillite,Default,Ice,None,5,FALSE,50,50,20,Mineral,,255,Slow,Ordinary,36,50,50,65,60,44,305
583,Vanillish,바닐리치,Vanillish,Default,Ice,None,5,FALSE,50,50,20,Mineral,,120,Slow,Ordinary,51,65,65,80,75,59,395
584,Vanilluxe,배바닐라,Vanilluxe,Default,Ice,None,5,FALSE,50,50,20,Mineral,,45,Slow,Ordinary,71,95,85,110,95,79,535
585,Deerling,사철록,Deerling Spring Form,Spring,Normal,Grass,5,FALSE,50,50,20,Ground,,190,MediumFast,Ordinary,60,60,50,40,50,75,335
585,Deerling,사철록,Deerling Summer Form,Summer,Normal,Grass,5,FALSE,50,50,20,Ground,,190,MediumFast,Ordinary,60,60,50,40,50,75,335
585,Deerling,사철록,Deerling Autumn Form,Autumn,Normal,Grass,5,FALSE,50,50,20,Ground,,190,MediumFast,Ordinary,60,60,50,40,50,75,335
